                              SF-a               SF-b               SF-c               SF-d               SF-e               SF-f               SF-g               SF-h               SF-i               SF-j               SF-k               SF-l               SF-m        |  |   Total
Observed                 :75.00 +-  8.79  |  41.00 +-  6.46  |  38.00 +-  6.21  |  19.00 +-  4.38  |  8.00  +-  2.83  |  6.00  +-  2.45  |  6.00  +-  2.45  |  4.00  +-  2.00  |  2.00  +-  1.41  |  1.00  +-  1.00  |  2.00  +-  1.41  |  1.00  +-  1.00  |  1.00  +-  1.00  |  | 204.00+-14.85  

1:SRs:SL550X001_all      :0.02  +-  0.02  |  0.00  +-  0.00  |  0.11  +-  0.05  |  1.14  +-  0.16  |  0.01  +-  0.01  |  0.03  +-  0.02  |  0.07  +-  0.03  |  1.19  +-  0.16  |  0.03  +-  0.02  |  0.14  +-  0.06  |  0.41  +-  0.09  |  2.15  +-  0.21  |  5.56  +-  0.37  |  |  10.85+-0.53   
S/rB                     :0.00  +-  0.00  |  0.00  +-  0.00  |  0.02  +-  0.01  |  0.23  +-  0.04  |  0.01  +-  0.01  |  0.01  +-  0.01  |  0.03  +-  0.02  |  0.70  +-  0.12  |  0.02  +-  0.01  |  0.11  +-  0.05  |  0.31  +-  0.09  |  1.43  +-  0.23  |  3.16  +-  0.41  |  |   0.81+-0.05   

1:SRs:SL400X250_all      :1.01  +-  0.28  |  1.72  +-  0.37  |  2.45  +-  0.47  |  6.88  +-  0.79  |  1.41  +-  0.37  |  2.38  +-  0.49  |  3.82  +-  0.57  |  3.77  +-  0.61  |  0.76  +-  0.22  |  2.08  +-  0.41  |  1.58  +-  0.37  |  1.01  +-  0.26  |  0.00  +-  0.00  |  |  28.87+-1.69   
S/rB                     :0.13  +-  0.04  |  0.31  +-  0.07  |  0.42  +-  0.08  |  1.40  +-  0.19  |  0.58  +-  0.16  |  0.98  +-  0.22  |  1.77  +-  0.31  |  2.21  +-  0.43  |  0.55  +-  0.18  |  1.64  +-  0.42  |  1.23  +-  0.34  |  0.68  +-  0.19  |  0.00  +-  0.00  |  |   2.17+-0.14   

1:SRs:SL300X200_all      :6.19  +-  1.25  |  13.27 +-  2.14  |  12.95 +-  2.18  |  8.67  +-  1.62  |  0.90  +-  0.52  |  2.16  +-  0.78  |  1.14  +-  0.48  |  1.22  +-  0.59  |  0.00  +-  0.00  |  0.00  +-  0.00  |  0.00  +-  0.00  |  0.00  +-  0.00  |  0.00  +-  0.00  |  |  46.50+-3.96   
S/rB                     :0.81  +-  0.17  |  2.36  +-  0.41  |  2.22  +-  0.40  |  1.77  +-  0.35  |  0.37  +-  0.21  |  0.89  +-  0.33  |  0.53  +-  0.23  |  0.71  +-  0.35  |  0.00  +-  0.00  |  0.00  +-  0.00  |  0.00  +-  0.00  |  0.00  +-  0.00  |  0.00  +-  0.00  |  |   3.49+-0.31   


